date,raw_text,player_name,clubs_mentioned,potential_suitors,assists,native_country,54,domestic_club_goals,objects,team,injured,chairman,idol,desired_wage,estimated_wage,contract_value,Premier,start_of_2021,boss,compared_to,market_value,manager,current team,sport,potential_transfer_fee,release_clause,preferred_option,not_prepared_to_pay_a_sizeable_transfer_fee,suspension_reason,international_team,retirement_plans,transfer_fee,fee,loan_with_option_to_buy,expected_cost,position,previous_clubs,contract_expiration,field,weekly_wages,contract_length,coming,player_age,currency,contract_ends,value,valuation,club,next_season,league,available_for,career_span,loan,player_nationality,level,teams_mentioned,destination,tournament,emotion,estimated_value,team_mentioned,contract_details,former_club,expected_return,object,loan_status,weekly_salary,expected_transfer_fee,international_caps,suspended,international_goals,preferred_move, Galatasaray,hopes_for_long-term_future_with_club,city_players_positions,role,comparison,injury,country,city_players_ages,last_club,transfer_status,goals_scored,ceremony,player_value,contract_status,contract,potential_loan,external-link,salary_demand,release_cause,goals,nationality,contract_duration,status,loan_spell,parent_club,sources,current_team,city_players,source,out,this,years_at_manchester_united,yearly_pay_packet,age,transfer_budget,father,contract_situation,price_tag,secures_football,native country,estimated_transfer_fee,advice,loan_start_date,domestic_club_assists,cost,agent,sibling,yet,rejecting_offers,other_fields,current_deal,injury_record,result,suggest,willing_to_meet_salary_demands,potential_signings,estimated_cost,current_club,player_position,proposed_salary,last_played,loan_club,option_for_further_year,previous_club,salary,preferred_side,loaned,current_weekly_wages,price,remains_manager,games_played,salary_demands,Belgium,contract_expires,transfer_value,manager_name,news_id
18 April 2022,"Everton and Brazil forward Richarlison, 24, has told his agents to find him a new club.",Richarlison,['Everton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536135.0
18 April 2022,Newcastle are prepared to revive their interest in Torino defender Gleison Bremer. The 25-year-old Brazilian has also attracted interest from Arsenal and Tottenham.,Gleison Bremer,"['Newcastle', 'Arsenal', 'Tottenham']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536136.0
18 April 2022,Real Madrid manager Carlo Ancelotti says Croatia midfielder Luka Modric will finish his career at the club. The 36-year-old has been linked with moves to Newcastle and Manchester City.,Luka Modric,Real Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlo Ancelotti,536137.0
18 April 2022,Roma boss Jose Mourinho has visited a mural dedicated to Argentine legend Diego Maradona in Naples prior to his side's Serie A match against Napoli on Monday evening.,Diego Maradona,"['Roma', 'Napoli']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536138.0
18 April 2022,Roma boss Jose Mourinho has visited a mural dedicated to Argentine legend Diego Maradona in Naples prior to his side's Serie A match against Napoli on Monday evening.,Jose Mourinho,['Roma'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536138.0
18 April 2022,"Manchester United players have been warned to expect a ""highly demanding"" culture under potential new manager Erik ten Hag by Dutch defender Willem Janssen, who played under the current Ajax boss when he was in charge of FC Utrecht.",Willem Janssen,"['Ajax', 'FC Utrecht']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536139.0
19 April 2022,"Manchester City have agreed personal terms with Borussia Dortmund and Norway striker Erling Braut Haaland, 21.",Erling Braut Haaland,"['Manchester City', 'Borussia Dortmund']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536140.0
19 April 2022,City are poised to trigger the £62m release clause in Haaland's contract,Haaland,City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536141.0
19 April 2022,Real Madrid are reluctant to meet Haaland's wage demands because they do not want to unsettle their dressing room of stars by making the striker the highest-paid player in the squad.,Haaland,['Real Madrid'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536142.0
19 April 2022,"If a deal for Haaland does not materialise, Real may target Manchester United and Uruguay striker Edinson Cavani, 35, instead.",Haaland,"['Real', 'Manchester United']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536143.0
19 April 2022,"If a deal for Haaland does not materialise, Real may target Manchester United and Uruguay striker Edinson Cavani, 35, instead.",Edinson Cavani,['Manchester United'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536143.0
19 April 2022,"Real are closely monitoring Chelsea wing-back Reece James, 22, with Carlo Ancelotti's scouts watching the England defender nine times this season.",Reece James,"['Real', 'Chelsea']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536144.0
19 April 2022,RB Leipzig have put a £54m price tag on Manchester United target Christopher Nkunku. The 24-year-old France midfielder has scored 17 goals in 30 Bundesliga games this season.,Christopher Nkunku,"['RB Leipzig', 'Manchester United']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536145.0
19 April 2022,"Paris St-Germain are hoping to sell Argentina striker Mauro Icardi, 29, and his compatriot Leandro Paredes, 27, in the summer.",Mauro Icardi,['Paris St-Germain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536146.0
19 April 2022,"Paris St-Germain are hoping to sell Argentina striker Mauro Icardi, 29, and his compatriot Leandro Paredes, 27, in the summer.",Leandro Paredes,['Paris St-Germain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536146.0
19 April 2022,"Uruguayan striker Luis Suarez, 35, could be set for a reunion with former Liverpool team-mate Steven Gerrard at Aston Villa, when his contract at Atletico Madrid expires in the summer.",Luis Suarez,"['Liverpool', 'Aston Villa', 'Atletico Madrid']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536147.0
19 April 2022,"West Ham are considering a summer move for England and Burnley goalkeeper Nick Pope, 29.",Nick Pope,"['West Ham', 'Burnley']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536148.0
19 April 2022,"His former side Lyon are among the clubs Arsenal striker Alexandre Lacazette, 30, is in talks with about a free-agent move in the summer.",Alexandre Lacazette,"['Lyon', 'Arsenal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Striker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536149.0
19 April 2022,"Inter Milan's directors are open to taking back Chelsea and Belgium striker Romelu Lukaku, 28, on a loan deal.",Romelu Lukaku,"['Inter Milan', 'Chelsea']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536150.0
19 April 2022,"Liverpool target Serge Gnabry, 26, is in talks with Bayern Munich over a contract extension. The Bundesliga club are keen to hold on to the Germany forward, whose contract expires next year.",Serge Gnabry,"['Liverpool', 'Bayern Munich']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536152.0
19 April 2022,Matt Targett wants Newcastle United to make his loan move from Aston Villa permanent. The 26-year-old English left-back is keen to be part of Eddie Howe's project despite having three years left on his Villa contract.,Matt Targett,"['Newcastle United', 'Aston Villa']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left-back,,,,,3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536153.0
19 April 2022,Newcastle are in prime position to sign Rangers' 18-year-old youth team product Alex Lowry after the Scottish midfielder's agent held talks with the Magpies' head of recruitment.,Alex Lowry,"['Newcastle', 'Rangers']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536154.0
19 April 2022,"Tunisia want France-born Southampton defender Yan Valery, 23, to switch international allegiance and play for them at the World Cup in Qatar. Valery is eligible as his mother is Tunisian.",Yan Valery,['Southampton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536155.0
19 April 2022,"Tunisia want France-born Southampton defender Yan Valery, 23, to switch international allegiance and play for them at the World Cup in Qatar. Valery is eligible as his mother is Tunisian.",Yan Valery,['Tunisia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536155.0
19 April 2022,"Arsenal lead the pack of Premier League suitors tracking 26-year-old Spain winger Marco Asensio of Real Madrid. AC Milan appeared to be in the driving seat for his signature, but the Serie A club rejected his wage demands.",Marco Asensio,"['Arsenal', 'Real Madrid', 'AC Milan']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536156.0
19 April 2022,Manchester United and Erik ten Hag are close to completing their negotiations but will wait to announce the deal officially until a 2m euro (£1.6m) compensation clause for the Dutch manager has been agreed with his current club Ajax.,Erik ten Hag,"['Manchester United', 'Ajax']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536157.0
19 April 2022,"Real Madrid are looking into the possibility of signing Chelsea defender Antonio Rudiger, 29, on a free transfer when the Germany centre-back's contract expires at the end of June.",Antonio Rudiger,"['Real Madrid', 'Chelsea']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536158.0
19 April 2022,Rudiger turned down Manchester United after they held talks with his representatives. His priority is a club guaranteed to qualify for next season's Champions League.,Rudiger,['Manchester United'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536159.0
19 April 2022,Aaron Ramsey's loan move from Juventus to Rangers will not be made permanent after the 31-year-old Wales midfielder suffered another injury in the Scottish Cup semi-final against Celtic.,Aaron Ramsey,"['Juventus', 'Rangers', 'Celtic']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536160.0
19 April 2022,"West Ham are set to trigger the one-year extension built into the contract of Italy centre-back Angelo Ogbonna, 33, when it expires at the end of the season.",Angelo Ogbonna,West Ham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536162.0
19 April 2022,"Norwich City have revived their interest in Aston Villa's 24-year-old English striker Keinan Davis, currently on loan at Nottingham Forest.",Keinan Davis,"['Norwich City', 'Aston Villa', 'Nottingham Forest']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536163.0
19 April 2022,"AS Monaco sporting director Paul Mitchell is being closely monitored by parties interested in buying Chelsea, who see him as a potential technical director at Stamford Bridge.",Paul Mitchell,"['AS Monaco', 'Chelsea']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536164.0
20 April 2022,"Manchester City have told Dortmund and Norway striker Erling Braut Haaland, 21, that he could join Real Madrid later in his career if he moves to the Etihad this summer. The signing-on fee and agent commission on a potential deal could add £40m to the £63m transfer fee stipulated by Haaland's release clause.",Erling Braut Haaland,"['Manchester City', 'Dortmund', 'Real Madrid']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536166.0
20 April 2022,"Real Madrid and Barcelona are both interested in signing Chelsea and Germany defender Antonio Rudiger, 29, who is out of contract at the end of the season but is keen to stay at Stamford Bridge.",Antonio Rudiger,"['Real Madrid', 'Barcelona', 'Chelsea']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536167.0
20 April 2022,"Lazio, Juventus and AC Milan could all be destinations for Chelsea and Italy midfielder Jorginho, 30, who is unlikely to be offered an extension to a contract that expires at the end of next season.",Jorginho,"['Lazio', 'Juventus', 'AC Milan']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536168.0
20 April 2022,"Manchester United will have to qualify for the Champions League if they want to sign RB Leipzig and France forward Christopher Nkunku, 24. Nkunku is on United's radar after 30 goals in 44 games this season.",Christopher Nkunku,"['Manchester United', 'RB Leipzig']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536169.0
20 April 2022,"Meanwhile, Manchester United have revived their interest in signing Villarreal's Spain defender Pau Torres, 25, this summer.",Pau Torres,"['Manchester United', 'Villarreal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536170.0
20 April 2022,"Former Red Devils boss Jose Mourinho is keen to bring Nemanja Matic to Roma after the Manchester United and Serbia midfielder, 33, announced he was leaving Old Trafford.",Nemanja Matic,"['Roma', 'Manchester United']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536171.0
20 April 2022,"Newcastle's French attacker Allan Saint-Maximin, 25, has kept open the possibility for leaving the club this summer.",Allan Saint-Maximin,['Newcastle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536172.0
20 April 2022,"Tottenham are confident of keeping England forward Harry Kane, 28, this summer and considering a move to bring Brentford and Denmark midfielder Christian Eriksen, 30, back to the club. Spurs are also keeping tabs on 24-year-old Leicester and Belgium midfielder Youri Tielemans.",Harry Kane,"['Tottenham', 'Brentford', 'Leicester']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536173.0
20 April 2022,"Tottenham are confident of keeping England forward Harry Kane, 28, this summer and considering a move to bring Brentford and Denmark midfielder Christian Eriksen, 30, back to the club. Spurs are also keeping tabs on 24-year-old Leicester and Belgium midfielder Youri Tielemans.",Christian Eriksen,"['Tottenham', 'Brentford']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536173.0
20 April 2022,"Tottenham are confident of keeping England forward Harry Kane, 28, this summer and considering a move to bring Brentford and Denmark midfielder Christian Eriksen, 30, back to the club. Spurs are also keeping tabs on 24-year-old Leicester and Belgium midfielder Youri Tielemans.",Youri Tielemans,['Leicester'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536173.0
20 April 2022,"Newcastle are set to end their interest in Benfica's Darwin Nunez, 22, as the Uruguay forward wants to join a Champions League club, with Brentford's English striker Ivan Toney, 26, viewed as an alternative.",Darwin Nunez,"['Benfica', 'Newcastle', 'Brentford']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536174.0
20 April 2022,"Newcastle are set to end their interest in Benfica's Darwin Nunez, 22, as the Uruguay forward wants to join a Champions League club, with Brentford's English striker Ivan Toney, 26, viewed as an alternative.",Ivan Toney,['Brentford'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536174.0
20 April 2022,"Arsenal and France defender William Saliba, 21, says there is a chance he could stay on loan at Marseille beyond the end of the season.",William Saliba,"['Arsenal', 'Marseille']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536175.0
20 April 2022,"Arsenal's England Under-21 forward Eddie Nketiah, 22, wants regular first-team football and has been linked with Leeds, Crystal Palace and West Ham.",Eddie Nketiah,"['Leeds', 'Crystal Palace', 'West Ham']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536177.0
20 April 2022,"Tottenham are keen on signing Roma and Italy midfielder Nicolo Zaniolo, 22.",Nicolo Zaniolo,"['Tottenham', 'Roma', 'Italy']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536179.0
20 April 2022,"Bayern Munich are close to completing a deal to sign Ajax and Morocco right-back Noussair Mazraoui, 24.",Noussair Mazraoui,"['Bayern Munich', 'Ajax']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536180.0
20 April 2022,"Crystal Palace's Spanish keeper Vicente Guaita, 35, wants to return to Valencia, where he came through the academy, before he retires from playing.",Vicente Guaita,"['Crystal Palace', 'Valencia']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536181.0
20 April 2022,Former Norwich boss Daniel Farke has emerged as a contender to replace Sean Dyche at Burnley while ex-West Ham and West Brom boss Slaven Bilic is also interested in the job.,Daniel Farke,"['Norwich', 'Burnley']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536182.0
20 April 2022,Former Norwich boss Daniel Farke has emerged as a contender to replace Sean Dyche at Burnley while ex-West Ham and West Brom boss Slaven Bilic is also interested in the job.,Slaven Bilic,"['West Ham', 'West Brom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536182.0
21 April 2022,"Real Madrid are confident of signing Kylian Mbappe, 23, and will go all out for the Paris St-Germain and France forward after conceding that their other main target, Erling Braut Haaland, is heading to Manchester City.",Kylian Mbappe,"['Real Madrid', 'Paris St-Germain']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536183.0
21 April 2022,"Real Madrid are confident of signing Kylian Mbappe, 23, and will go all out for the Paris St-Germain and France forward after conceding that their other main target, Erling Braut Haaland, is heading to Manchester City.",Erling Braut Haaland,['Manchester City'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536183.0
